path	classification	delivery_boundary	proposed_template_id	evidence_reason
nix/deps.json	protocol-tokens-schema			Build/source/configuration content contains no confirmed repository-authored prose at an in-scope delivery boundary; literals are identifiers, wire/schema tokens, data, or unreachable diagnostics.
src/Parrot.Cli/AgentSessionComposition.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/AgentSessionScope.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/AgentSessionScopeFactory.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/AgentTaskProgressFormatter.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/AuthFlows.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/BasicCli.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/BasicSlashDialog.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/CommandComposition.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/CommandDispatcher.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Commands/ApplicationExit.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Commands/AuthCommand.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Commands/ClearCommand.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Commands/EffortCommand.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Commands/ExitCommand.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Commands/HelpCommand.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Commands/IApplicationExit.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Commands/ISlashActivity.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Commands/ISlashCommand.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Commands/ISlashDialog.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Commands/ISlashSession.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Commands/ISlashSessionBinding.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Commands/ModeCommand.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Commands/ModeSelection.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Commands/ModelAliasCommand.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Commands/ModelAliasSelection.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Commands/ModelAliasWarnings.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Commands/ModelCommand.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Commands/ModelSelection.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Commands/ModelWizard.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Commands/ModelsCommand.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Commands/ModesCommand.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Commands/SessionsCommand.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Commands/SlashActivity.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Commands/SlashCommandRegistry.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Commands/SlashCommands.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Commands/SlashDialogOption.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Commands/SlashSession.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Commands/VersionCommand.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Composition.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/AgentSessionHierarchy.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/AgentSessionState.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/AgentTaskProgressLiveValue.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/AgentTaskProgressScrollbackValue.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/BlockScrollbackValue.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/ConsoleTerminal.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/DarwinTermios.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/DialogMessageValue.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/DiffScrollbackValue.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/EnhancedActivity.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/EnhancedChatRequest.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/EnhancedCli.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/EnhancedComposition.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/EnhancedListenBinding.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/EnhancedLiveInputHost.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/EnhancedRenderingSession.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/EnhancedSlashDialog.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/EnhancedTurnRenderer.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/EnhancedTurnView.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/ForegroundTurn.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/HierarchicalActivityValue.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/HierarchicalLiveValue.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/HierarchicalScrollbackValue.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/ILiveBufferItem.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/ILiveInputHost.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/IRawTerminal.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/IScrollbackItem.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/ITerminal.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/ImmediateScrollbackValue.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/IncrementalEditor.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/LinuxTermios.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/LiveBufferCaret.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/LiveBufferRenderContext.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/LiveBufferRetention.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/LiveModelAliasIcon.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/LiveTerminalStreamMessage.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/LiveTextValue.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/LiveUpdateScheduler.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/MarkdownLiveRenderer.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/MarkdownLiveUpdate.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/MarkdownRenderer.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/MarkdownScrollbackValue.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/MarqueeValue.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/ModelineValue.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/MultiLine.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/PendingQuestionLifetime.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/PendingSubmit.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/PickerOptionValue.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/PlanCompletionRequest.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/ProcessCompletionScrollbackValue.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/PromptValue.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/ProviderCallUsageStreamReader.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/QueueLiveBufferItem.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/QueueSnapshotStreamReader.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/RawActivityView.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/ReasoningSummaryScrollbackValue.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/RollingTokenRateRefreshLifecycle.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/RollingTokenRateWindow.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/RuntimeUsage.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/RuntimeUsageTracker.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/ScrollbackLayout.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/ScrollbackRenderContext.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/SessionUsageSnapshotStreamReader.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/ShellProcessSnapshotStreamReader.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/SlashCommandCompletion.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/SpinnerValue.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/StreamedResponseValue.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/StreamingScrollbackSequenceValue.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/StreamingScrollbackValue.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/TerminalCellStyleSpan.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/TerminalFrame.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/TerminalFrameRenderer.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/TerminalIcons.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/TerminalKey.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/TerminalKeyDecoder.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/TerminalKeyKind.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/TerminalLine.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/TerminalPalette.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/TerminalSpinner.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/TerminalStyle.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/TerminalSurface.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/TerminalText.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/TokenRate.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/Tools/AgentSendToolPresenter.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/Tools/AgentSpawnToolPresenter.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/Tools/EditToolPresenter.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/Tools/ExecCommandToolPresenter.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/Tools/GenericToolPresenter.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/Tools/GlobToolPresenter.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/Tools/GrepToolPresenter.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/Tools/IToolPresentationValue.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/Tools/IToolPresenter.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/Tools/InterruptProcessToolPresenter.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/Tools/QuestionToolPresenter.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/Tools/QueuePushToolPresenter.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/Tools/QueueTakeToolPresenter.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/Tools/ReadToolPresenter.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/Tools/RunAgentTasksToolPresenter.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/Tools/RunningDuration.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/Tools/SetCheckpointToolPresenter.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/Tools/ShellProcessLiveValue.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/Tools/ToolBlock.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/Tools/ToolBlockKind.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/Tools/ToolCallPresentation.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/Tools/ToolDisplayText.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/Tools/ToolLiveValue.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/Tools/ToolOutputText.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/Tools/ToolPresentationMetadata.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/Tools/ToolPresentationRedactor.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
src/Parrot.Cli/Enhanced/Tools/ToolPresentationStyle.cs	ui-only-text			CLI rendering/input text is terminal-facing; no path from this file to LLMRequest, child Send, injected system history, or tool-result history was found.
